99.341,114.9357,233,Refrigeration,Refrigerator
76.4094,89.1722,164,Cooking,Extractor 1
50.2082,-8.2475,24,Entertainment,1
588.4159,166.3803,5,Cooking,Microwave Oven 1
12.8391,-0.99096,100,Lighting,1
102.1278,53.8449,2,Entertainment,2
98.5531,-13.0139,16,Entertainment,3
1859.3608,-3.6894,8,Cooking,3
96.1618,148.1242,9,Cooking,Extractor 2
96.5929,27.2436,3,Entertainment,4
2956.9757,359.7769,2,Cooking,Microwave Oven 2
68.1736,25.6017,3,Entertainment,5
1376.4242,9.9666,14,Cooking,6
140.8711,509.8861,1,Cooking,Microwave Oven 3
923.2881,156.7214,2,Cooking,Microwave Oven 4
1054.8312,215.2099,1,Cooking,Microwave Oven 5
90.8812,82.9805,8,Cooking,Extractor 3
795.6098,93.9355,1,Cooking,Microwave Oven 6
582.6195,-3.2066,2,Cooking,12
232.3005,37.1405,2,Entertainment,6
28.8614,34.7616,10,Lighting,2
50.0272,58.3654,2,Cooking,Extractor 4
74.4191,64.9235,5,Cooking,Extractor 5
678.2657,-6.4296,1,Cooking,15
161.28,52.9288,2,Cooking,Microwave Oven 7
27.4999,96.6171,2,Cooking,Extractor 6
75.519,-1.1153,3,Entertainment,7
158.0904,-20.0935,9,Entertainment,8
644.9437,95.3954,2,Cooking,Microwave Oven 8
1306.3751,158.5479,3,Cooking,Microwave Oven 9
53.5289,-38.951,3,Entertainment,9
1233.4456,0.21906,5,Cooking,20
1148.299,350.9183,4,Cleaning,Vaccum Cleaner 1
2505.044,377.2083,1,Cooking,Microwave Oven 10
132.1484,-16.7481,4,Entertainment,10
74.8165,129.491,6,Cooking,Extractor 7
918.3334,388.5341,1,Cooking,Microwave Oven 11
135.7452,101.9141,1,Cooking,Extractor 8
38.2039,76.4504,1,Cooking,Extractor 9
145.2267,168.8006,2,Cooking,Extractor 10
135.7799,56.9851,4,Cooking,Extractor 11
939.416,-2.9675,1,Cooking,28
28.386,-14.3635,3,Lighting,3
124.7235,80.7803,1,Cooking,Extractor 12
252.6327,138.0652,1,Cooking,Extractor 13
316.6327,76.5456,2,Cooking,Microwave Oven 12
194.8882,52.8124,1,Cooking,Microwave Oven 13
12.1916,22.8611,1,Lighting,4
499.579,124.9072,1,Cooking,Microwave Oven 14
11.3809,-33.4483,1,Lighting,5
828.2498,1.2019,1,Cooking,34
96.4687,187.6831,1,Cooking,Microwave Oven 15
385.5317,97.6429,1,Cooking,Microwave Oven 16
43.9549,114.5028,1,Cooking,Extractor 14
349.5182,128.9374,1,Cooking,Microwave Oven 17
