108.6018,25.6007,285,Refrigeration,Refrigerator
117.5116,1.7852,9,Entertainment,1
1787.0829,3.2573,24,Cooking,Microwave Oven 1
33.9953,70.5209,8,Cooking,Microwave Oven 2
61.8255,3.9231,17,Entertainment,2
1241.4078,505.4101,1,Cooking,Microwave Oven 3
81.3856,92.2988,2,Cooking,Extractor 1
1193.1296,-5.5354,9,Cooking,5
16.687,4.6845,18,Lighting,1
83.1,68.9,1,Cooking,Extractor 2
28.3518,-19.4853,4,Lighting,2
141.1602,2.8864,6,Entertainment,3
873.9963,-12.6919,3,Cooking,7
49.1293,24.6469,2,Entertainment,4
92.3552,34.1638,4,Entertainment,5
587.0906,-3.6989,3,Cooking,8
48.3566,55.2047,1,Cooking,Extractor 3
15.1756,182.0167,2,Cooking,Microwave Oven 4
485.1237,7.1321,1,Cooking,11
90.6245,-2.122,4,Entertainment,6
40.3547,-0.098356,1,Entertainment,7
96.8862,106.0068,1,Cooking,Extractor 4
1374.5163,594.6726,1,Cooking,Microwave Oven 5
27.15,30.8,1,Lighting,3
